1.849413,1.533807,1.733987,1.714647,1.533913,1.281539,1.338082,1.097174,0.593647,1.017554,2.135494,0.894181,1.005174,0.668254,0.662459,0.447436,0.326129,0.188587,0.123147,0.146304,0.264995,0.378183,0.530803,0.761446,1.031883,1.201052,1.282174,1.327048,1.650096,1.548237,1.323622,1.504768,0.254163,0.118933,0.039007,0.070893,0.121409,0.239869,0.119671,0.290309,0.160953,0.147925,0.149285,0.415013,0.564754,0.109956,0.274979,0.094083,-0.012187,0.043613,-0.095534,-0.148829,-0.064549,0.029547,0.155298,0.143066,0.135317,0.201045,0.215823,0.389279,0.337550,0.185525,0.199214,0.189520,-2.438864,-0.773017,-1.275540,-1.158783,-0.883105,-0.627254,-0.319950,-0.355394,-0.244786,-0.539759,-0.692500,-0.061833,-0.106293,0.177249,-0.500689,-0.235477,-0.494507,-0.567215,-0.459706,-0.632963,-0.731809,-0.697081,-0.680931,-0.564012,-0.541178,-0.595543,-0.584199,-0.627422,-0.351975,-0.233432,-0.498236,-0.481023,-0.471957,-3.033866,-4.232040,-7.237777,-2.875519,0.005140,0.150514,0.178080,0.516055,0.168157,0.145634,0.192316,1.242183,1.404209,2.117016,0.759528,0.564446,1.996279,3.751862,3.668920,2.761144,0.420754,0.414793,2.704000
1.856132,1.893767,1.726803,1.485574,1.519671,1.308971,1.107231,1.130409,1.471733,1.581715,1.663573,1.646369,1.580264,1.279069,1.107992,1.018517,0.905656,0.611050,0.423256,0.438258,0.571327,0.644283,0.831637,1.029806,1.395590,1.509161,1.703272,1.890807,1.888828,1.898029,1.734774,2.110662,0.240702,-0.005892,-0.203353,-0.373522,-0.126906,-0.280715,-0.341077,-0.161354,-0.168187,-0.092561,0.057221,0.127173,-0.140620,-0.054312,-0.265068,-0.229088,-0.258207,-0.298636,-0.337290,-0.326466,-0.339034,-0.368114,-0.307028,-0.216814,-0.206748,-0.225155,-0.180290,-0.125878,-0.260000,-0.209139,-0.088064,-0.000651,-4.421397,-0.170742,-0.362560,-0.951318,-1.396093,-0.761318,-0.850664,-0.726463,-0.659261,-0.557160,-0.509101,-0.129764,-0.030254,-0.489777,-0.394476,-0.642840,-0.568926,-0.529847,-0.599433,-0.709221,-0.696076,-0.716362,-0.798304,-0.797119,-0.708416,-0.725478,-0.800724,-0.861441,-0.754808,-1.108921,-0.911919,-0.518655,-0.239815,-3.123942,-4.254433,-9.164810,-2.898030,0.002944,-0.011035,-0.025649,-0.033627,-0.037936,-0.066311,-0.063423,-0.091162,-0.106792,-0.136140,-0.147017,-0.163645,-0.171128,-0.166715,-0.214443,-0.223005,0.152002,0.190271,2.682000
-0.059792,0.090125,0.017665,-0.008283,-0.075086,0.038497,0.045305,0.007642,-0.009685,0.189834,0.082446,0.143145,-0.050975,-0.089182,-0.213215,-0.274837,-0.358547,-0.431001,-0.345404,-0.303486,-0.130502,-0.082269,-0.068216,-0.060549,-0.038118,-0.039701,-0.075830,-0.090773,-0.096690,-0.262457,-0.183966,-0.015246,0.176767,0.289464,0.114429,0.197801,-0.038297,-0.016716,0.048815,0.038093,0.060445,0.228581,0.353610,0.322585,0.229517,0.253086,0.134501,0.101239,-0.066117,-0.069645,-0.061797,-0.138687,-0.080668,0.059430,0.100091,0.098243,0.113317,0.164129,0.291384,0.285335,0.224541,0.189458,0.374138,0.345395,-3.800365,-1.323153,-0.790124,-1.152274,-0.798079,-1.238339,-1.031650,-0.555259,-0.640111,-0.700046,-0.482320,-0.251569,-0.262119,-0.379101,-0.324792,-0.471494,-0.477844,-0.644495,-0.604231,-0.626031,-0.761105,-0.771020,-0.698770,-0.706553,-0.805005,-0.881257,-0.930029,-0.751174,-0.899185,-0.977155,-0.785842,-0.288492,-0.481740,-3.138141,-4.321766,-9.514724,-2.913888,0.007813,-0.009055,-0.024153,-0.029191,-0.037199,-0.068059,-0.063885,-0.079513,-0.106255,-0.128526,-0.147127,-0.160890,-0.166355,-0.163957,-0.197263,-0.200580,0.470842,0.476139,2.711000
-0.207887,-0.204330,-0.228000,-0.252377,-0.219296,-0.124005,-0.151517,-0.200914,-0.183412,-0.136216,-0.033830,-0.102311,-0.211635,-0.217519,-0.308786,-0.372272,-0.423668,-0.444874,-0.385894,-0.335214,-0.202281,-0.093311,-0.141713,-0.134777,-0.135466,-0.158705,-0.219561,-0.186990,-0.279909,-0.292811,-0.262880,-0.215648,0.393237,0.325113,0.220410,0.177255,0.162705,0.117937,0.059330,0.083882,0.149480,0.300934,0.372254,0.408357,0.336285,0.284157,0.222987,0.128439,0.018587,-0.038182,-0.039733,-0.048394,0.000379,0.084778,0.140383,0.184157,0.267378,0.257131,0.297747,0.312888,0.357841,0.294373,0.376681,0.447719,-3.696890,-0.673655,-0.771149,-0.849487,-0.891835,-0.819912,-0.767331,-0.560476,-0.593139,-0.585685,-0.393591,-0.244372,-0.143099,-0.225165,-0.285370,-0.357632,-0.448209,-0.534728,-0.582216,-0.622704,-0.678790,-0.697880,-0.677347,-0.666686,-0.671995,-0.647425,-0.751788,-0.764792,-0.864928,-0.624791,-0.564116,-0.333450,-0.240512,-3.145135,-4.347300,-9.565564,-2.926450,0.007861,-0.011322,-0.025825,-0.035126,-0.038388,-0.067500,-0.064020,-0.089361,-0.103988,-0.135589,-0.149540,-0.164770,-0.168008,-0.171590,-0.212412,-0.221484,0.471196,0.483004,2.666000
0.214933,0.213303,0.229596,0.172117,0.121722,0.147775,0.169474,0.095879,0.138337,0.249342,0.295080,0.244769,0.166896,0.056793,-0.036337,-0.127423,-0.176092,-0.253849,-0.233690,-0.169621,-0.053159,0.045368,0.046400,0.095933,0.180130,0.185363,0.157190,0.155266,0.188074,0.169110,0.117260,0.137242,0.119109,0.102453,0.018055,-0.032010,-0.074170,-0.068338,-0.133980,-0.097048,-0.035788,0.135556,0.189543,0.234934,0.155508,0.128314,0.051016,-0.019298,-0.112846,-0.150260,-0.176171,-0.200350,-0.167575,-0.087977,-0.062981,-0.037479,0.008133,0.045516,0.067746,0.080773,0.081507,0.069837,0.112392,0.192439,-4.005207,-1.440635,-1.306745,-1.259197,-1.306073,-1.235667,-1.041546,-0.731408,-0.804276,-0.867134,-0.612057,-0.465130,-0.349360,-0.465094,-0.476792,-0.568787,-0.616794,-0.681157,-0.692826,-0.745879,-0.817595,-0.833781,-0.820509,-0.863443,-0.916349,-1.012741,-1.065326,-1.227742,-1.375096,-1.245531,-0.958976,-0.742084,-0.726793,-3.145410,-4.347152,-9.553709,-2.926302,0.007796,-0.011329,-0.025941,-0.034323,-0.038069,-0.067707,-0.064428,-0.093165,-0.103784,-0.135615,-0.152146,-0.161904,-0.165418,-0.171238,-0.214391,-0.215821,0.466471,0.479166,2.701000
1.635078,1.580703,1.678935,1.580862,1.494114,1.271085,1.209455,1.229767,1.270024,1.517150,1.505066,1.394038,1.575871,1.372775,1.270574,1.229299,1.064107,0.716867,0.546174,0.514998,0.670268,0.756024,1.005823,1.212499,1.568645,1.802320,2.016654,2.225326,2.454478,2.693294,2.343032,2.620835,-0.049042,-0.053788,-0.157765,-0.147878,-0.177129,-0.232359,-0.340417,-0.224234,-0.136226,0.003107,0.154237,-0.038145,-0.023489,-0.177529,-0.138411,-0.299216,-0.333729,-0.421471,-0.449747,-0.493389,-0.482309,-0.574992,-0.473029,-0.395216,-0.478669,-0.534854,-0.561689,-0.576931,-0.497796,-0.475160,-0.532779,-0.409667,-4.791225,-1.035012,-0.958438,-0.974284,-0.853338,-0.798503,-0.855327,-0.715050,-0.632971,-0.643916,-0.297732,-0.112735,-0.367609,-0.274349,-0.438578,-0.323290,-0.477999,-0.461411,-0.641611,-0.724283,-0.776510,-0.719790,-0.827618,-0.730333,-0.650804,-0.822581,-1.048335,-1.205001,-1.140231,-0.840771,-0.490901,-0.664632,-0.504558,-3.057286,-4.240193,-9.384687,-2.914240,0.005667,-0.007691,-0.024192,-0.033493,-0.034380,-0.056490,-0.059908,-0.078114,-0.094777,-0.118987,-0.123913,-0.134826,-0.143938,-0.151766,-0.173962,-0.190103,0.330146,0.345015,2.675000
2.617523,2.430509,2.480821,2.295628,1.965842,1.408354,1.055818,1.313632,1.382947,1.543130,1.505793,1.505897,1.466742,1.217327,1.003988,0.891922,0.722950,0.525518,0.398100,0.393569,0.480449,0.588087,0.874565,1.150285,1.541670,1.616552,1.683501,2.028941,1.824164,1.829109,1.628122,1.805684,0.000817,-0.064410,-0.087244,-0.150367,-0.162568,-0.127191,-0.067471,-0.088885,-0.036277,-0.028263,0.232835,0.179914,0.024826,0.091928,0.010199,-0.030720,-0.117828,-0.201118,-0.236560,-0.232722,-0.216084,-0.244353,-0.258232,-0.247760,-0.226031,-0.213280,-0.156014,-0.126351,-0.049206,-0.019425,0.034450,0.200382,-3.261926,-0.286282,-0.559720,-0.570121,-0.681043,-0.743340,-0.810521,-0.564003,-0.569704,-0.641950,-0.634219,-0.134605,-0.231321,-0.469506,-0.335876,-0.415652,-0.463679,-0.542525,-0.628007,-0.685204,-0.722449,-0.751384,-0.830978,-0.834694,-0.820980,-0.884151,-1.018069,-1.152732,-1.007703,-1.036479,-0.754063,-0.604015,-0.352710,-3.100941,-4.320257,-9.444467,-2.914711,0.002994,-0.010820,-0.024546,-0.032304,-0.036493,-0.066307,-0.063735,-0.085263,-0.107106,-0.129425,-0.149470,-0.155523,-0.163703,-0.154670,-0.193290,-0.217098,0.154660,0.191623,2.674000
-0.235715,-0.180473,-0.189034,-0.241959,-0.235132,-0.101169,-0.119485,-0.186244,-0.178248,-0.032571,0.023644,-0.064380,-0.180291,-0.241192,-0.236304,-0.355356,-0.434258,-0.459167,-0.380023,-0.324798,-0.192539,-0.102256,-0.139436,-0.128933,-0.094114,-0.150738,-0.232103,-0.216244,-0.237399,-0.285256,-0.264672,-0.201869,0.351742,0.297624,0.212659,0.144352,0.109150,0.100870,0.033953,0.058489,0.126336,0.287256,0.348445,0.369061,0.313630,0.263704,0.193516,0.114976,0.006222,-0.052457,-0.052023,-0.048032,-0.016189,0.052278,0.118786,0.149582,0.241629,0.252485,0.295050,0.321940,0.297002,0.272170,0.334350,0.466625,-3.900392,-0.706570,-0.776187,-0.807596,-0.931970,-0.912061,-0.777050,-0.576526,-0.599321,-0.608010,-0.390225,-0.244935,-0.184745,-0.232097,-0.297513,-0.367733,-0.456069,-0.528863,-0.591719,-0.615757,-0.671629,-0.692985,-0.699063,-0.665516,-0.681011,-0.645559,-0.716667,-0.710610,-0.806857,-0.718965,-0.557570,-0.353149,-0.163513,-3.145119,-4.347158,-9.552218,-2.926287,0.007905,-0.011310,-0.025848,-0.034593,-0.037980,-0.068012,-0.064634,-0.090839,-0.106224,-0.128224,-0.146399,-0.164500,-0.170787,-0.177767,-0.212591,-0.221753,0.473913,0.485706,2.700000
1.316393,1.246263,1.288626,1.153436,1.025532,0.916072,0.867241,0.862480,0.926757,1.057167,1.023996,1.036353,0.986111,0.801479,0.618286,0.532878,0.386249,0.239817,0.158340,0.182343,0.286710,0.396838,0.494806,0.620978,0.851430,0.966343,1.045517,1.123785,1.205764,1.223262,1.111464,1.270546,0.186465,0.111562,0.028464,-0.024023,-0.048776,-0.062623,-0.128093,-0.102126,-0.025876,0.122053,0.198846,0.200733,0.150553,0.125227,0.061567,-0.022563,-0.115010,-0.170663,-0.180513,-0.192536,-0.177962,-0.100863,-0.076425,-0.024739,0.023826,0.034195,0.049625,0.087062,0.083674,0.068007,0.102858,0.194843,-3.251664,-1.037047,-1.110239,-1.118572,-1.166004,-1.109578,-0.964043,-0.692968,-0.762724,-0.780703,-0.592475,-0.394206,-0.338846,-0.421729,-0.422828,-0.498792,-0.583760,-0.637371,-0.679221,-0.719341,-0.769586,-0.801430,-0.793808,-0.831351,-0.827127,-0.916953,-0.974931,-1.102077,-1.199461,-1.089747,-0.861418,-0.680575,-0.588674,-3.145819,-4.347303,-9.551878,-2.926531,0.007261,-0.011402,-0.025798,-0.034506,-0.037770,-0.067625,-0.063051,-0.091935,-0.107222,-0.135444,-0.147922,-0.163118,-0.161859,-0.169010,-0.209875,-0.222249,0.432626,0.447169,2.687000
-1.126458,-0.992137,-1.030953,-1.011747,-1.028743,-0.745427,-0.705218,-0.820235,-0.748739,-0.730112,-0.537616,-0.650939,-0.780717,-0.841747,-0.825437,-0.941597,-0.894020,-0.879946,-0.704808,-0.598194,-0.479203,-0.365452,-0.493311,-0.536715,-0.676187,-0.712827,-0.933918,-0.924201,-1.055419,-1.205924,-1.028130,-1.029200,0.298412,0.243548,0.197275,0.137754,0.231302,0.290149,0.142606,0.177292,0.175140,0.411078,0.134753,0.305898,0.226943,0.299065,0.275054,0.264421,0.075053,0.053630,0.101974,-0.067162,0.056839,0.141156,0.158754,0.241428,0.240216,0.272780,0.461248,0.487116,0.429253,0.361224,0.452960,0.352078,-2.265094,-1.262423,-1.314552,-1.110922,-1.173452,-0.796839,-0.520072,-0.518763,-0.516316,-0.650403,-0.304737,-0.705608,-0.431671,-0.513498,-0.348051,-0.347925,-0.307424,-0.509642,-0.508235,-0.499130,-0.758154,-0.691754,-0.692826,-0.736198,-0.698802,-0.847917,-0.917724,-0.590432,-0.650019,-0.701296,-0.573647,-0.341620,-0.672330,-3.142618,-4.281215,-9.453236,-2.893380,0.003091,-0.011396,-0.025675,-0.034583,-0.038418,-0.067646,-0.064351,-0.091271,-0.106781,-0.137018,-0.147612,-0.167945,-0.168534,-0.175296,-0.212246,-0.226272,0.160626,0.199406,2.687000
